Region,ISO3,Country,Year,Lvl1_name,Lvl2_name,Category,Value
AMR,PAN,Panama,2022,Physiotherapy Technicians and Assistants,Physiotherapy Technicians and Assistants,Total,13
AMR,PAN,Panama,2022,Dieticians,Dieticians,Total,91
AMR,PAN,Panama,2022,Nutritionists,Nutritionists,Total,281
AMR,PAN,Panama,2022,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,16
AMR,PAN,Panama,2022,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,56
AMR,PAN,Panama,2022,Medical Prosthetic Technicians,Medical Prosthetic Technicians,Total,28
AMR,PAN,Panama,2022,Medical Records and Health Information Technicians,Medical Records and Health Information Technicians,Total,1668
AMR,PAN,Panama,2022,Medical Assistants,Medical Assistants,Total,131
AMR,PAN,Panama,2022,Ambulance Workers,Ambulance Workers,Total,105
AMR,PAN,Panama,2022,Social work and counselling professionals,Social work and counselling professionals,Total,392
AMR,PAN,Panama,2022,Biomedical engineer,Biomedical engineer,Total,49
AMR,PAN,Panama,2022,Psychologists,Psychologists,Total,368
AMR,PRY,Paraguay,2012,Nursing Personnel,Nursing Personnel not further defined,Total,6689
AMR,PRY,Paraguay,2018,Midwifery Personnel,Midwifery Personnel not further defined,Total,1151
AMR,PRY,Paraguay,2018,Dental Assistants and Therapists,Dental Assistants and Therapists,Total,41
AMR,PRY,Paraguay,2020,Medical Doctors,General Medical Practitioners,Total,7500
AMR,PRY,Paraguay,2020,Medical Doctors,Specialist Medical Practitioners,Total,1061
AMR,PRY,Paraguay,2021,Community Health Workers,Community Health Workers,Total,1089
AMR,PRY,Paraguay,2021,Managerial staff,Managerial staff,Total,4213
AMR,PRY,Paraguay,2021,Other non-medical professional staff,Other non-medical professional staff,Total,3
AMR,PRY,Paraguay,2022,Medical Doctors,Medical Doctors not further defined,Total,26320
AMR,PRY,Paraguay,2022,Nursing Personnel,Nursing Professionals,Total,43858
AMR,PRY,Paraguay,2022,Nursing Personnel,Nursing Associate Professionals,Total,14398
AMR,PRY,Paraguay,2022,Midwifery Personnel,Midwifery Professionals,Total,3794
AMR,PRY,Paraguay,2022,Midwifery Personnel,Midwifery Associate Professionals,Total,1557
AMR,PRY,Paraguay,2022,Dentists,Dentists,Total,9068
AMR,PRY,Paraguay,2022,Dental Prosthetic Technicians,Dental Prosthetic Technicians,Total,685
AMR,PRY,Paraguay,2022,Pharmacists,Pharmacists,Total,4547
AMR,PRY,Paraguay,2022,Pharmaceutical Technicians and Assistants,Pharmaceutical Technicians and Assistants,Total,5612
AMR,PRY,Paraguay,2022,Paramedical Practitioners,Paramedical Practitioners,Total,69
AMR,PRY,Paraguay,2022,Medical and Pathology Laboratory scientists,Medical and Pathology Laboratory scientists,Total,5843
AMR,PRY,Paraguay,2022,Medical and Pathology Laboratory Technicians,Medical and Pathology Laboratory Technicians,Total,2775
AMR,PRY,Paraguay,2022,Medical Imaging and Therapeutic Equipment Technicians,Medical Imaging and Therapeutic Equipment Technicians,Total,8649
AMR,PRY,Paraguay,2022,Environmental and Occupational Health and Hygiene Professionals,Environmental and Occupational Health and Hygiene Professionals,Total,96
AMR,PRY,Paraguay,2022,Environmental and Occupational Health Inspectors and Associates,Environmental and Occupational Health Inspectors and Associates,Total,1135
AMR,PRY,Paraguay,2022,Health Care Assistants,Health Care Assistants,Total,6493
AMR,PRY,Paraguay,2022,Personal care workers in health services n.e.c,Personal care workers in health services n.e.c,Total,1755
AMR,PRY,Paraguay,2022,Physiotherapists,Physiotherapists,Total,5797
AMR,PRY,Paraguay,2022,Physiotherapy Technicians and Assistants,Physiotherapy Technicians and Assistants,Total,2455
AMR,PRY,Paraguay,2022,Nutritionists,Nutritionists,Total,5483
AMR,PRY,Paraguay,2022,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,708
AMR,PRY,Paraguay,2022,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,186
AMR,PRY,Paraguay,2022,Dispensing Opticians,Dispensing Opticians,Total,245
AMR,PRY,Paraguay,2022,Medical Prosthetic Technicians,Medical Prosthetic Technicians,Total,131
AMR,PRY,Paraguay,2022,Medical Records and Health Information Technicians,Medical Records and Health Information Technicians,Total,103
AMR,PRY,Paraguay,2022,Medical Assistants,Medical Assistants,Total,1557
AMR,PRY,Paraguay,2022,Ambulance Workers,Ambulance Workers,Total,75
AMR,PRY,Paraguay,2022,Social work and counselling professionals,Social work and counselling professionals,Total,1903
AMR,PRY,Paraguay,2022,Social work associate professionals,Social work associate professionals,Total,29
AMR,PRY,Paraguay,2022,Biomedical engineer,Biomedical engineer,Total,111
AMR,PRY,Paraguay,2022,Psychologists,Psychologists,Total,11781
AMR,PRY,Paraguay,2022,Other non-medical support staff,Other non-medical support staff,Total,48
AMR,PER,Peru,2007,Traditional and Complementary Medicine Professionals,Traditional and Complementary Medicine Professionals,Total,1510
AMR,PER,Peru,2012,Nursing Personnel,Nursing Personnel not further defined,Total,33491
AMR,PER,Peru,2012,Medical and Pathology Laboratory scientists,Medical and Pathology Laboratory scientists,Total,1512
AMR,PER,Peru,2018,Medical Doctors,Medical Doctors not further defined,Total,43805
AMR,PER,Peru,2018,Nursing Personnel,Nursing Associate Professionals,Total,44335
AMR,PER,Peru,2018,Midwifery Personnel,Midwifery Personnel not further defined,Total,17190
AMR,PER,Peru,2021,Field Epidemiologists,Field Epidemiologists,Total,0
AMR,PER,Peru,2022,Epidemiologists,Epidemiologists,Total,0
AMR,PER,Peru,2023,Medical Doctors,General Medical Practitioners,Total,32507
AMR,PER,Peru,2023,Medical Doctors,Specialist Medical Practitioners,Total,24621
AMR,PER,Peru,2023,Nursing Personnel,Nursing Professionals,Total,71052
AMR,PER,Peru,2023,Midwifery Personnel,Midwifery Professionals,Total,21599
AMR,PER,Peru,2023,Dentists,Dentists,Total,7280
AMR,PER,Peru,2023,Dental Assistants and Therapists,Dental Assistants and Therapists,Total,151
AMR,PER,Peru,2023,Dental Prosthetic Technicians,Dental Prosthetic Technicians,Total,55
AMR,PER,Peru,2023,Pharmacists,Pharmacists,Total,5594
AMR,PER,Peru,2023,Pharmaceutical Technicians and Assistants,Pharmaceutical Technicians and Assistants,Total,5875
AMR,PER,Peru,2023,Medical and Pathology Laboratory Technicians,Medical and Pathology Laboratory Technicians,Total,13
AMR,PER,Peru,2023,Medical Imaging and Therapeutic Equipment Technicians,Medical Imaging and Therapeutic Equipment Technicians,Total,6886
AMR,PER,Peru,2023,Environmental and Occupational Health and Hygiene Professionals,Environmental and Occupational Health and Hygiene Professionals,Total,243
AMR,PER,Peru,2023,Environmental and Occupational Health Inspectors and Associates,Environmental and Occupational Health Inspectors and Associates,Total,1364
AMR,PER,Peru,2023,Physiotherapists,Physiotherapists,Total,1630
AMR,PER,Peru,2023,Physiotherapy Technicians and Assistants,Physiotherapy Technicians and Assistants,Total,322
AMR,PER,Peru,2023,Dieticians,Dieticians,Total,1304
AMR,PER,Peru,2023,Nutritionists,Nutritionists,Total,3209
AMR,PER,Peru,2023,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,185
AMR,PER,Peru,2023,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,56
AMR,PER,Peru,2023,Medical Prosthetic Technicians,Medical Prosthetic Technicians,Total,75
AMR,PER,Peru,2023,Ambulance Workers,Ambulance Workers,Total,3981
AMR,PER,Peru,2023,Social work and counselling professionals,Social work and counselling professionals,Total,2661
AMR,PER,Peru,2023,Social work associate professionals,Social work associate professionals,Total,122
AMR,PER,Peru,2023,Psychologists,Psychologists,Total,7430
AMR,PER,Peru,2023,Managerial staff,Managerial staff,Total,6634
AMR,PER,Peru,2023,Health information systems personnel,Health information systems personnel,Total,11156
AMR,PER,Peru,2023,Engineering and maintenance staff,Engineering and maintenance staff,Total,1408
AMR,PER,Peru,2023,Other non-medical professional staff,Other non-medical professional staff,Total,12188
AMR,PER,Peru,2023,Other non-medical support staff,Other non-medical support staff,Total,101673
AMR,KNA,Saint Kitts and Nevis,2001,Community Health Workers,Community Health Workers,Total,48
AMR,KNA,Saint Kitts and Nevis,2015,Nursing Personnel,Nursing Personnel not further defined,Total,216
AMR,KNA,Saint Kitts and Nevis,2018,Medical Doctors,Medical Doctors not further defined,Total,145
AMR,KNA,Saint Kitts and Nevis,2018,Dentists,Dentists,Total,12
AMR,KNA,Saint Kitts and Nevis,2023,Nursing Personnel,Nursing Professionals,Total,253
AMR,KNA,Saint Kitts and Nevis,2023,Nursing Personnel,Nursing Associate Professionals,Total,55
AMR,LCA,Saint Lucia,2001,Environmental and Occupational Health and Hygiene Professionals,Environmental and Occupational Health and Hygiene Professionals,Total,165
AMR,LCA,Saint Lucia,2001,Nutritionists,Nutritionists,Total,7
AMR,LCA,Saint Lucia,2001,Social work and counselling professionals,Social work and counselling professionals,Total,35
AMR,LCA,Saint Lucia,2017,Nursing Personnel,Nursing Personnel not further defined,Total,476
AMR,LCA,Saint Lucia,2017,Dentists,Dentists,Total,31
AMR,LCA,Saint Lucia,2017,Pharmacists,Pharmacists,Total,79
AMR,LCA,Saint Lucia,2020,Medical Doctors,Medical Doctors not further defined,Total,755
AMR,LCA,Saint Lucia,2023,Nursing Personnel,Nursing Professionals,Total,749
AMR,LCA,Saint Lucia,2023,Nursing Personnel,Nursing Associate Professionals,Total,64
AMR,LCA,Saint Lucia,2023,Midwifery Personnel,Midwifery Personnel not further defined,Total,145
AMR,VCT,Saint Vincent and the Grenadines,2012,Medical Doctors,Medical Doctors not further defined,Total,102
AMR,VCT,Saint Vincent and the Grenadines,2021,Nursing Personnel,Nursing Personnel not further defined,Total,5
AMR,VCT,Saint Vincent and the Grenadines,2021,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,3
AMR,VCT,Saint Vincent and the Grenadines,2021,Ambulance Workers,Ambulance Workers,Total,23
AMR,VCT,Saint Vincent and the Grenadines,2021,Social work and counselling professionals,Social work and counselling professionals,Total,8
AMR,VCT,Saint Vincent and the Grenadines,2022,Medical and Pathology Laboratory Technicians,Medical and Pathology Laboratory Technicians,Total,28
AMR,VCT,Saint Vincent and the Grenadines,2022,Medical Imaging and Therapeutic Equipment Technicians,Medical Imaging and Therapeutic Equipment Technicians,Total,11
AMR,VCT,Saint Vincent and the Grenadines,2022,Environmental and Occupational Health and Hygiene Professionals,Environmental and Occupational Health and Hygiene Professionals,Total,19
AMR,VCT,Saint Vincent and the Grenadines,2022,Community Health Workers,Community Health Workers,Total,45
AMR,VCT,Saint Vincent and the Grenadines,2022,Physiotherapists,Physiotherapists,Total,6
AMR,VCT,Saint Vincent and the Grenadines,2022,Physiotherapy Technicians and Assistants,Physiotherapy Technicians and Assistants,Total,1
AMR,VCT,Saint Vincent and the Grenadines,2022,Dieticians,Dieticians,Total,5
AMR,VCT,Saint Vincent and the Grenadines,2022,Nutritionists,Nutritionists,Total,3
AMR,VCT,Saint Vincent and the Grenadines,2022,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,3
AMR,VCT,Saint Vincent and the Grenadines,2022,Medical Records and Health Information Technicians,Medical Records and Health Information Technicians,Total,2
AMR,VCT,Saint Vincent and the Grenadines,2022,Biomedical engineer,Biomedical engineer,Total,1
AMR,VCT,Saint Vincent and the Grenadines,2022,Psychologists,Psychologists,Total,6
AMR,VCT,Saint Vincent and the Grenadines,2022,Health information systems personnel,Health information systems personnel,Total,4
AMR,VCT,Saint Vincent and the Grenadines,2022,Engineering and maintenance staff,Engineering and maintenance staff,Total,10
AMR,VCT,Saint Vincent and the Grenadines,2023,Nursing Personnel,Nursing Professionals,Total,486
AMR,VCT,Saint Vincent and the Grenadines,2023,Nursing Personnel,Nursing Associate Professionals,Total,189
AMR,VCT,Saint Vincent and the Grenadines,2023,Midwifery Personnel,Midwifery Professionals,Total,137
AMR,VCT,Saint Vincent and the Grenadines,2023,Dentists,Dentists,Total,23
AMR,VCT,Saint Vincent and the Grenadines,2023,Dental Assistants and Therapists,Dental Assistants and Therapists,Total,22
AMR,VCT,Saint Vincent and the Grenadines,2023,Pharmacists,Pharmacists,Total,71
AMR,VCT,Saint Vincent and the Grenadines,2023,Pharmaceutical Technicians and Assistants,Pharmaceutical Technicians and Assistants,Total,11
AMR,VCT,Saint Vincent and the Grenadines,2023,Epidemiologists,Epidemiologists,Total,8
AMR,VCT,Saint Vincent and the Grenadines,2023,Field Epidemiologists,Field Epidemiologists,Total,1
AMR,VCT,Saint Vincent and the Grenadines,2024,Medical Doctors,General Medical Practitioners,Total,105
AMR,VCT,Saint Vincent and the Grenadines,2024,Medical Doctors,Specialist Medical Practitioners,Total,86
AMR,SUR,Suriname,2009,Midwifery Personnel,Midwifery Personnel not further defined,Total,53
AMR,SUR,Suriname,2018,Medical Doctors,Medical Doctors not further defined,Total,472
AMR,SUR,Suriname,2018,Epidemiologists,Epidemiologists,Total,3
AMR,SUR,Suriname,2021,Nursing Personnel,Nursing Associate Professionals,Total,209
AMR,SUR,Suriname,2021,Midwifery Personnel,Midwifery Associate Professionals,Total,12
AMR,SUR,Suriname,2021,Dentists,Dentists,Total,43
AMR,SUR,Suriname,2021,Dental Prosthetic Technicians,Dental Prosthetic Technicians,Total,1
AMR,SUR,Suriname,2021,Pharmacists,Pharmacists,Total,50
AMR,SUR,Suriname,2021,Pharmaceutical Technicians and Assistants,Pharmaceutical Technicians and Assistants,Total,119
AMR,SUR,Suriname,2021,Physiotherapy Technicians and Assistants,Physiotherapy Technicians and Assistants,Total,1
AMR,SUR,Suriname,2021,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,49
AMR,SUR,Suriname,2021,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,11
AMR,SUR,Suriname,2021,Dispensing Opticians,Dispensing Opticians,Total,19
AMR,SUR,Suriname,2021,Medical Prosthetic Technicians,Medical Prosthetic Technicians,Total,1
AMR,SUR,Suriname,2023,Health Care Assistants,Health Care Assistants,Total,178
AMR,SUR,Suriname,2024,Medical Doctors,General Medical Practitioners,Total,619
AMR,SUR,Suriname,2024,Medical Doctors,Specialist Medical Practitioners,Total,210
AMR,SUR,Suriname,2024,Nursing Personnel,Nursing Professionals,Total,1075
AMR,SUR,Suriname,2024,Midwifery Personnel,Midwifery Professionals,Total,92
AMR,SUR,Suriname,2024,Dental Assistants and Therapists,Dental Assistants and Therapists,Total,96
AMR,SUR,Suriname,2024,Community Health Workers,Community Health Workers,Total,270
AMR,SUR,Suriname,2024,Physiotherapists,Physiotherapists,Total,19
AMR,SUR,Suriname,2024,Dieticians,Dieticians,Total,1
AMR,SUR,Suriname,2024,Medical Assistants,Medical Assistants,Total,125
AMR,SUR,Suriname,2024,Ambulance Workers,Ambulance Workers,Total,80
AMR,SUR,Suriname,2024,Psychologists,Psychologists,Total,14
AMR,TTO,Trinidad and Tobago,2015,Nursing Personnel,Nursing Personnel not further defined,Total,4773
AMR,TTO,Trinidad and Tobago,2017,Midwifery Personnel,Midwifery Associate Professionals,Total,47
AMR,TTO,Trinidad and Tobago,2018,Midwifery Personnel,Midwifery Personnel not further defined,Total,67
AMR,TTO,Trinidad and Tobago,2018,Pharmacists,Pharmacists,Total,923
AMR,TTO,Trinidad and Tobago,2018,Medical Imaging and Therapeutic Equipment Technicians,Medical Imaging and Therapeutic Equipment Technicians,Total,346
AMR,TTO,Trinidad and Tobago,2018,Physiotherapists,Physiotherapists,Total,81
AMR,TTO,Trinidad and Tobago,2018,Dieticians,Dieticians,Total,129
AMR,TTO,Trinidad and Tobago,2018,Nutritionists,Nutritionists,Total,6
AMR,TTO,Trinidad and Tobago,2018,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,29
AMR,TTO,Trinidad and Tobago,2018,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,133
AMR,TTO,Trinidad and Tobago,2018,Social work and counselling professionals,Social work and counselling professionals,Total,225
AMR,TTO,Trinidad and Tobago,2018,Psychologists,Psychologists,Total,35
AMR,TTO,Trinidad and Tobago,2019,Midwifery Personnel,Midwifery Professionals,Total,41
AMR,TTO,Trinidad and Tobago,2019,Dentists,Dentists,Total,444
AMR,TTO,Trinidad and Tobago,2019,Dental Assistants and Therapists,Dental Assistants and Therapists,Total,282
AMR,TTO,Trinidad and Tobago,2019,Medical and Pathology Laboratory scientists,Medical and Pathology Laboratory scientists,Total,516
AMR,TTO,Trinidad and Tobago,2020,Medical Doctors,Medical Doctors not further defined,Total,6366
AMR,TTO,Trinidad and Tobago,2021,Medical Doctors,General Medical Practitioners,Total,4987
AMR,TTO,Trinidad and Tobago,2021,Medical Doctors,Specialist Medical Practitioners,Total,1197
AMR,TTO,Trinidad and Tobago,2023,Nursing Personnel,Nursing Professionals,Total,4765
AMR,TTO,Trinidad and Tobago,2023,Nursing Personnel,Nursing Associate Professionals,Total,1409
AMR,USA,United States of America,1985,Medical Doctors,Medical Doctors not further defined,Total,525070
AMR,USA,United States of America,2000,Dieticians,Dieticians,Total,101390
AMR,USA,United States of America,2016,Midwifery Personnel,Midwifery Personnel not further defined,Total,15571
AMR,USA,United States of America,2017,Midwifery Personnel,Midwifery Professionals,Total,10781
AMR,USA,United States of America,2020,Medical and Pathology Laboratory scientists,Medical and Pathology Laboratory scientists,Total,336642
AMR,USA,United States of America,2022,Medical Doctors,General Medical Practitioners,Total,104640
AMR,USA,United States of America,2022,Medical Doctors,Specialist Medical Practitioners,Total,801787
AMR,USA,United States of America,2022,Dental Assistants and Therapists,Dental Assistants and Therapists,Total,542534
AMR,USA,United States of America,2022,Pharmaceutical Technicians and Assistants,Pharmaceutical Technicians and Assistants,Total,441105
AMR,USA,United States of America,2022,Paramedical Practitioners,Paramedical Practitioners,Total,119962
AMR,USA,United States of America,2022,Medical and Pathology Laboratory Technicians,Medical and Pathology Laboratory Technicians,Total,493857
AMR,USA,United States of America,2022,Medical Imaging and Therapeutic Equipment Technicians,Medical Imaging and Therapeutic Equipment Technicians,Total,359709
AMR,USA,United States of America,2022,Health Care Assistants,Health Care Assistants,Total,1568507
AMR,USA,United States of America,2022,Home-based Personal Care Workers,Home-based Personal Care Workers,Total,2195334
AMR,USA,United States of America,2022,Physiotherapy Technicians and Assistants,Physiotherapy Technicians and Assistants,Total,322711
AMR,USA,United States of America,2022,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,229763
AMR,USA,United States of America,2022,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,46341
AMR,USA,United States of America,2022,Dispensing Opticians,Dispensing Opticians,Total,67891
AMR,USA,United States of America,2022,Medical Records and Health Information Technicians,Medical Records and Health Information Technicians,Total,198684
AMR,USA,United States of America,2022,Medical Assistants,Medical Assistants,Total,646392
AMR,USA,United States of America,2022,Ambulance Workers,Ambulance Workers,Total,154373
AMR,USA,United States of America,2022,Social work and counselling professionals,Social work and counselling professionals,Total,980755
AMR,USA,United States of America,2022,Social work associate professionals,Social work associate professionals,Total,157998
AMR,USA,United States of America,2022,Psychologists,Psychologists,Total,258315
AMR,USA,United States of America,2022,Medical secretaries,Medical secretaries,Total,135367
AMR,USA,United States of America,2022,Managerial staff,Managerial staff,Total,834449
AMR,USA,United States of America,2023,Dentists,Dentists,Total,202300
AMR,USA,United States of America,2023,Community Health Workers,Community Health Workers,Total,58550
AMR,USA,United States of America,2024,Nursing Personnel,Nursing Professionals,Total,3648030
AMR,USA,United States of America,2024,Nursing Personnel,Nursing Associate Professionals,Total,632430
AMR,USA,United States of America,2024,Pharmacists,Pharmacists,Total,328870
AMR,USA,United States of America,2024,Personal care workers,Personal care workers,Total,5464490
AMR,USA,United States of America,2024,Physiotherapists,Physiotherapists,Total,248630
AMR,URY,Uruguay,2008,Nursing Personnel,Nursing Personnel not further defined,Total,19595
AMR,URY,Uruguay,2008,Medical and Pathology Laboratory scientists,Medical and Pathology Laboratory scientists,Total,601
AMR,URY,Uruguay,2016,Environmental and Occupational Health Inspectors and Associates,Environmental and Occupational Health Inspectors and Associates,Total,1731
AMR,URY,Uruguay,2016,Traditional and Complementary Medicine Professionals,Traditional and Complementary Medicine Professionals,Total,137
AMR,URY,Uruguay,2016,Traditional and Complementary Medicine Associate Professionals,Traditional and Complementary Medicine Associate Professionals,Total,146
AMR,URY,Uruguay,2016,Social work associate professionals,Social work associate professionals,Total,4756
AMR,URY,Uruguay,2017,Medical Doctors,Medical Doctors not further defined,Total,16976
AMR,URY,Uruguay,2022,Dental Prosthetic Technicians,Dental Prosthetic Technicians,Total,2
AMR,URY,Uruguay,2022,Ambulance Workers,Ambulance Workers,Total,124
AMR,URY,Uruguay,2022,Epidemiologists,Epidemiologists,Total,0
AMR,URY,Uruguay,2022,Field Epidemiologists,Field Epidemiologists,Total,0
AMR,URY,Uruguay,2023,Medical Doctors,General Medical Practitioners,Total,6351
AMR,URY,Uruguay,2023,Medical Doctors,Specialist Medical Practitioners,Total,9069
AMR,URY,Uruguay,2023,Nursing Personnel,Nursing Professionals,Total,5120
AMR,URY,Uruguay,2023,Nursing Personnel,Nursing Associate Professionals,Total,20151
AMR,URY,Uruguay,2023,Midwifery Personnel,Midwifery Professionals,Total,564
AMR,URY,Uruguay,2023,Dentists,Dentists,Total,881
AMR,URY,Uruguay,2023,Dental Assistants and Therapists,Dental Assistants and Therapists,Total,194
AMR,URY,Uruguay,2023,Pharmacists,Pharmacists,Total,244
AMR,URY,Uruguay,2023,Pharmaceutical Technicians and Assistants,Pharmaceutical Technicians and Assistants,Total,800
AMR,URY,Uruguay,2023,Medical and Pathology Laboratory Technicians,Medical and Pathology Laboratory Technicians,Total,1466
AMR,URY,Uruguay,2023,Medical Imaging and Therapeutic Equipment Technicians,Medical Imaging and Therapeutic Equipment Technicians,Total,798
AMR,URY,Uruguay,2023,Environmental and Occupational Health and Hygiene Professionals,Environmental and Occupational Health and Hygiene Professionals,Total,15
AMR,URY,Uruguay,2023,Physiotherapists,Physiotherapists,Total,770
AMR,URY,Uruguay,2023,Physiotherapy Technicians and Assistants,Physiotherapy Technicians and Assistants,Total,481
AMR,URY,Uruguay,2023,Nutritionists,Nutritionists,Total,955
AMR,URY,Uruguay,2023,Audiologists and Speech Therapists,Audiologists and Speech Therapists,Total,149
AMR,URY,Uruguay,2023,Optometrists and Ophthalmic Opticians,Optometrists and Ophthalmic Opticians,Total,63
AMR,URY,Uruguay,2023,Dispensing Opticians,Dispensing Opticians,Total,1
AMR,URY,Uruguay,2023,Medical Prosthetic Technicians,Medical Prosthetic Technicians,Total,10
AMR,URY,Uruguay,2023,Medical Records and Health Information Technicians,Medical Records and Health Information Technicians,Total,2173
AMR,URY,Uruguay,2023,Medical Assistants,Medical Assistants,Total,1211
AMR,URY,Uruguay,2023,Social work and counselling professionals,Social work and counselling professionals,Total,317
AMR,URY,Uruguay,2023,Psychologists,Psychologists,Total,1187
AMR,URY,Uruguay,2023,Managerial staff,Managerial staff,Total,3217
AMR,URY,Uruguay,2023,Health information systems personnel,Health information systems personnel,Total,512
AMR,URY,Uruguay,2023,Other non-medical professional staff,Other non-medical professional staff,Total,643
AMR,URY,Uruguay,2023,Other non-medical support staff,Other non-medical support staff,Total,8274
AMR,VEN,Venezuela (Bolivarian Republic of),2017,Medical Doctors,Medical Doctors not further defined,Total,50866
AMR,VEN,Venezuela (Bolivarian Republic of),2017,Nursing Personnel,Nursing Personnel not further defined,Total,59099
AMR,VEN,Venezuela (Bolivarian Republic of),2017,Dentists,Dentists,Total,4116
AMR,VEN,Venezuela (Bolivarian Republic of),2018,Nursing Personnel,Nursing Professionals,Total,35056
AMR,VEN,Venezuela (Bolivarian Republic of),2018,Nursing Personnel,Nursing Associate Professionals,Total,24634
,,,,,,,
Source: WHO NHWA Data Platform - December 2025 update.,,,,,,,